text,aspect,v,a,id,category,opinion,source
"if you ' re daring , try the balsamic vinegar over icecream , it ' s wonderful !",balsamic vinegar over icecream,7.83,8.0,rest16_quad_train_763,FOOD#QUALITY,try,eng_restaurant_train_alltasks
they were such a rip - off ( $ 8 . 95 for four small meat patties in steamed buns ) and not worth trying .,NULL,4.0,4.5,rest16_quad_train_764,FOOD#QUALITY,not worth,eng_restaurant_train_alltasks
they were such a rip - off ( $ 8 . 95 for four small meat patties in steamed buns ) and not worth trying .,NULL,4.17,4.5,rest16_quad_train_764,FOOD#STYLE_OPTIONS,small,eng_restaurant_train_alltasks
they were such a rip - off ( $ 8 . 95 for four small meat patties in steamed buns ) and not worth trying .,NULL,3.67,3.83,rest16_quad_train_764,FOOD#PRICES,rip - off,eng_restaurant_train_alltasks
"the rest of the dim sum , though pricey by chinatown standards , is worth it .",dim sum,4.5,3.83,rest16_quad_train_765,FOOD#PRICES,pricey,eng_restaurant_train_alltasks
"the rest of the dim sum , though pricey by chinatown standards , is worth it .",dim sum,8.0,8.17,rest16_quad_train_765,FOOD#PRICES,worth,eng_restaurant_train_alltasks
"the wait here is long for dim sum , but if you do n ' t like sharing tables or if the typical raucous dim sum atmosphere is not your gig , this is a sleek ( for chinatown ) alternative .",wait,3.12,6.88,rest16_quad_train_766,SERVICE#GENERAL,long,eng_restaurant_train_alltasks
"the wait here is long for dim sum , but if you do n ' t like sharing tables or if the typical raucous dim sum atmosphere is not your gig , this is a sleek ( for chinatown ) alternative .",atmosphere,5.0,5.0,rest16_quad_train_766,AMBIENCE#GENERAL,NULL,eng_restaurant_train_alltasks
"the wait here is long for dim sum , but if you do n ' t like sharing tables or if the typical raucous dim sum atmosphere is not your gig , this is a sleek ( for chinatown ) alternative .",NULL,5.0,5.0,rest16_quad_train_766,RESTAURANT#MISCELLANEOUS,NULL,eng_restaurant_train_alltasks
"a few tips : skip the turnip cake , roast pork buns and egg custards .",turnip cake,3.38,5.12,rest16_quad_train_767,FOOD#QUALITY,skip,eng_restaurant_train_alltasks
"a few tips : skip the turnip cake , roast pork buns and egg custards .",roast pork buns,3.38,5.12,rest16_quad_train_767,FOOD#QUALITY,skip,eng_restaurant_train_alltasks
"a few tips : skip the turnip cake , roast pork buns and egg custards .",egg custards,3.38,5.12,rest16_quad_train_767,FOOD#QUALITY,skip,eng_restaurant_train_alltasks
these are overpriced and you can get better just around the corner :,NULL,3.17,7.0,rest16_quad_train_768,FOOD#PRICES,overpriced,eng_restaurant_train_alltasks
these are overpriced and you can get better just around the corner :,NULL,5.0,5.0,rest16_quad_train_768,FOOD#QUALITY,NULL,eng_restaurant_train_alltasks
i was pleasantly suprised .,NULL,7.5,7.67,rest16_quad_train_769,RESTAURANT#GENERAL,pleasantly,eng_restaurant_train_alltasks
i was pleasantly suprised .,NULL,7.67,7.67,rest16_quad_train_769,RESTAURANT#GENERAL,suprised,eng_restaurant_train_alltasks
the food was exceptional .,food,7.83,7.83,rest16_quad_train_770,FOOD#QUALITY,exceptional,eng_restaurant_train_alltasks
"i choose to go with one of the special , the braised lamb shank in red wine , which was excellent .",braised lamb shank in red wine,8.0,7.83,rest16_quad_train_771,FOOD#QUALITY,excellent,eng_restaurant_train_alltasks
the service was friendly and the atmosphere was casual .,service,7.75,7.62,rest16_quad_train_772,SERVICE#GENERAL,friendly,eng_restaurant_train_alltasks
the service was friendly and the atmosphere was casual .,atmosphere,7.75,7.62,rest16_quad_train_772,AMBIENCE#GENERAL,casual,eng_restaurant_train_alltasks
the restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,restaurant,4.25,5.5,rest16_quad_train_773,AMBIENCE#GENERAL,a bit noisy,eng_restaurant_train_alltasks
the restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,meal,5.0,5.25,rest16_quad_train_773,FOOD#QUALITY,enjoy,eng_restaurant_train_alltasks
the restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,meal,7.25,7.0,rest16_quad_train_773,FOOD#QUALITY,great,eng_restaurant_train_alltasks
this little place has a cute interior decor and affordable city prices .,interior decor,7.17,7.5,rest16_quad_train_774,AMBIENCE#GENERAL,cute,eng_restaurant_train_alltasks
this little place has a cute interior decor and affordable city prices .,place,6.83,7.0,rest16_quad_train_774,RESTAURANT#PRICES,little,eng_restaurant_train_alltasks
"the pad se ew chicken was delicious , however the pad thai was far too oily .",pad se ew chicken,7.75,7.75,rest16_quad_train_775,FOOD#QUALITY,delicious,eng_restaurant_train_alltasks
"the pad se ew chicken was delicious , however the pad thai was far too oily .",pad thai,3.75,6.75,rest16_quad_train_775,FOOD#QUALITY,too oily,eng_restaurant_train_alltasks
"have eaten at ginger house several times , and it ' s always good .",ginger house,7.5,7.62,rest16_quad_train_776,RESTAURANT#GENERAL,always good,eng_restaurant_train_alltasks
the fried dumplings are great !,fried dumplings,7.75,7.62,rest16_quad_train_777,FOOD#QUALITY,great,eng_restaurant_train_alltasks
finally a reliable chinese restaurant !,chinese restaurant,7.75,7.88,rest16_quad_train_778,RESTAURANT#GENERAL,reliable,eng_restaurant_train_alltasks
this place would be so much better served by being run by a group that actually understands customer service .,customer service,4.25,5.5,rest16_quad_train_779,SERVICE#GENERAL,NULL,eng_restaurant_train_alltasks
"the only thing you can do here is walk in and eat . . but planning an event , especially a small , intimate one , forget about it .",NULL,5.0,5.0,rest16_quad_train_780,RESTAURANT#MISCELLANEOUS,NULL,eng_restaurant_train_alltasks
"they are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place , but also become hostile !",NULL,3.17,7.0,rest16_quad_train_781,SERVICE#GENERAL,not helpful,eng_restaurant_train_alltasks
"nobody at this restaurant will give firm answers about anything and in the end , not one person takes responsibility for anything .",NULL,5.0,5.0,rest16_quad_train_782,SERVICE#GENERAL,NULL,eng_restaurant_train_alltasks
"terrible , terrible management - deserves to be shut - down .",management,1.5,8.25,rest16_quad_train_783,SERVICE#GENERAL,terrible,eng_restaurant_train_alltasks
"terrible , terrible management - deserves to be shut - down .",management,1.75,8.0,rest16_quad_train_783,SERVICE#GENERAL,terrible,eng_restaurant_train_alltasks
"terrible , terrible management - deserves to be shut - down .",NULL,5.0,5.0,rest16_quad_train_783,RESTAURANT#GENERAL,NULL,eng_restaurant_train_alltasks
never fails to please .,NULL,6.12,6.12,rest16_quad_train_784,RESTAURANT#GENERAL,please,eng_restaurant_train_alltasks
"delicious bagels , especially when right out of the oven .",bagels,8.33,8.5,rest16_quad_train_785,FOOD#QUALITY,delicious,eng_restaurant_train_alltasks
spreads and toppings are great - though a bit pricey .,spreads,7.0,7.0,rest16_quad_train_786,FOOD#QUALITY,great,eng_restaurant_train_alltasks
spreads and toppings are great - though a bit pricey .,spreads,5.0,5.25,rest16_quad_train_786,FOOD#PRICES,a bit pricey,eng_restaurant_train_alltasks
spreads and toppings are great - though a bit pricey .,toppings,7.25,7.5,rest16_quad_train_786,FOOD#QUALITY,great,eng_restaurant_train_alltasks
spreads and toppings are great - though a bit pricey .,toppings,5.25,5.5,rest16_quad_train_786,FOOD#PRICES,a bit pricey,eng_restaurant_train_alltasks
service is fast and friendly .,service,7.38,7.5,rest16_quad_train_787,SERVICE#GENERAL,friendly,eng_restaurant_train_alltasks
service is fast and friendly .,service,7.38,7.5,rest16_quad_train_787,SERVICE#GENERAL,fast,eng_restaurant_train_alltasks
"only drawback - they wo n ' t toast your bagel , and they do n ' t make eggs for the bagel .",NULL,4.5,4.5,rest16_quad_train_788,SERVICE#GENERAL,NULL,eng_restaurant_train_alltasks
but that is highly forgivable .,NULL,6.88,7.38,rest16_quad_train_789,RESTAURANT#MISCELLANEOUS,highly forgivable,eng_restaurant_train_alltasks
"been there , done that , and new york , it ' s not that big a deal .",NULL,5.0,5.0,rest16_quad_train_790,RESTAURANT#GENERAL,NULL,eng_restaurant_train_alltasks
"the food is decent at best , and the ambience , well , it ' s a matter of opinion , some may consider it to be a sweet thing , i thought it was just annoying .",food,5.75,5.5,rest16_quad_train_791,FOOD#QUALITY,decent,eng_restaurant_train_alltasks
"the food is decent at best , and the ambience , well , it ' s a matter of opinion , some may consider it to be a sweet thing , i thought it was just annoying .",ambience,3.75,6.25,rest16_quad_train_791,AMBIENCE#GENERAL,just annoying,eng_restaurant_train_alltasks
"if celebrities make you sweat , then your in for a ride , but if your like most around these parts then you ' ll just yawn and wonder whats with all the hype .",NULL,5.12,5.12,rest16_quad_train_792,RESTAURANT#MISCELLANEOUS,NULL,eng_restaurant_train_alltasks
"rao is a good restaurant , but it ' s nothing special .",rao,7.5,7.5,rest16_quad_train_793,RESTAURANT#GENERAL,good,eng_restaurant_train_alltasks
"rao is a good restaurant , but it ' s nothing special .",rao,5.25,5.0,rest16_quad_train_793,RESTAURANT#GENERAL,nothing special,eng_restaurant_train_alltasks
"but after last night , spice grill is the only place i ' m eating indian cuisine .",indian cuisine,5.67,5.33,rest16_quad_train_794,FOOD#QUALITY,NULL,eng_restaurant_train_alltasks
you must try the shrimp appetizers .,shrimp appetizers,7.0,6.67,rest16_quad_train_795,FOOD#QUALITY,NULL,eng_restaurant_train_alltasks
even my indian friend could n ' t believe how good and tasty everything was .,NULL,7.17,7.0,rest16_quad_train_796,FOOD#QUALITY,good,eng_restaurant_train_alltasks
even my indian friend could n ' t believe how good and tasty everything was .,NULL,7.33,7.33,rest16_quad_train_796,FOOD#QUALITY,tasty,eng_restaurant_train_alltasks
this place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time .,ambience,6.83,7.17,rest16_quad_train_797,AMBIENCE#GENERAL,correct,eng_restaurant_train_alltasks
this place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time .,staff,7.83,8.0,rest16_quad_train_797,SERVICE#GENERAL,excellent,eng_restaurant_train_alltasks
"great food , great prices , great service .",food,7.33,7.17,rest16_quad_train_798,FOOD#QUALITY,great,eng_restaurant_train_alltasks
"great food , great prices , great service .",service,7.33,7.17,rest16_quad_train_798,SERVICE#GENERAL,great,eng_restaurant_train_alltasks
"great food , great prices , great service .",NULL,7.33,7.0,rest16_quad_train_798,RESTAURANT#PRICES,great,eng_restaurant_train_alltasks
"if you are looking for a good quality , cheap eats - this is the place .",eats,7.83,7.83,rest16_quad_train_799,FOOD#QUALITY,good quality,eng_restaurant_train_alltasks
"if you are looking for a good quality , cheap eats - this is the place .",eats,7.33,7.33,rest16_quad_train_799,FOOD#PRICES,cheap,eng_restaurant_train_alltasks
it ' s a perfect place to have a amazing indian food .,indian food,8.0,8.0,rest16_quad_train_800,FOOD#QUALITY,amazing,eng_restaurant_train_alltasks
i really loved the different and inovated touch that ' s the cheff gives to the food .,cheff,7.88,8.0,rest16_quad_train_801,FOOD#STYLE_OPTIONS,really loved,eng_restaurant_train_alltasks
i really loved the different and inovated touch that ' s the cheff gives to the food .,cheff,8.0,8.25,rest16_quad_train_801,FOOD#STYLE_OPTIONS,inovated,eng_restaurant_train_alltasks
"also it ' s great to have dinner in a very romantic and comfortable place , the service it ' s just perfect . . . they ' re so frendly that we never want to live the place !",place,7.0,7.33,rest16_quad_train_802,AMBIENCE#GENERAL,very romantic,eng_restaurant_train_alltasks
"also it ' s great to have dinner in a very romantic and comfortable place , the service it ' s just perfect . . . they ' re so frendly that we never want to live the place !",place,7.12,6.88,rest16_quad_train_802,AMBIENCE#GENERAL,comfortable,eng_restaurant_train_alltasks
"also it ' s great to have dinner in a very romantic and comfortable place , the service it ' s just perfect . . . they ' re so frendly that we never want to live the place !",service,7.38,7.12,rest16_quad_train_802,SERVICE#GENERAL,just perfect,eng_restaurant_train_alltasks
"their bagels are fine , but they are a little overcooked , and not really a ' special ' bagel experience .",bagels,5.62,5.5,rest16_quad_train_803,FOOD#QUALITY,fine,eng_restaurant_train_alltasks
"their bagels are fine , but they are a little overcooked , and not really a ' special ' bagel experience .",bagels,4.25,5.62,rest16_quad_train_803,FOOD#QUALITY,a little overcooked,eng_restaurant_train_alltasks
great bagels made the old - fashioned way .,bagels,7.75,7.75,rest16_quad_train_804,FOOD#QUALITY,great,eng_restaurant_train_alltasks
great bagels made the old - fashioned way .,bagels,7.62,7.62,rest16_quad_train_804,FOOD#STYLE_OPTIONS,great,eng_restaurant_train_alltasks
drawbacks : service is slow and they do n ' t toast !,service,3.67,5.83,rest16_quad_train_805,SERVICE#GENERAL,slow,eng_restaurant_train_alltasks
the food was absolutely amazing ! !,food,8.5,8.25,rest16_quad_train_806,FOOD#QUALITY,absolutely amazing,eng_restaurant_train_alltasks
the baked clams octopus we shared as appetizers were the best we ' ve ever had ! !,baked clams octopus,8.62,8.62,rest16_quad_train_807,FOOD#QUALITY,best,eng_restaurant_train_alltasks
"the lamb was tender so full of flavor , the dessert was divine ! !",lamb,8.17,8.33,rest16_quad_train_808,FOOD#QUALITY,tender,eng_restaurant_train_alltasks
"the lamb was tender so full of flavor , the dessert was divine ! !",lamb,8.5,8.67,rest16_quad_train_808,FOOD#QUALITY,so full of flavor,eng_restaurant_train_alltasks
"the lamb was tender so full of flavor , the dessert was divine ! !",dessert,8.83,9.0,rest16_quad_train_808,FOOD#QUALITY,divine,eng_restaurant_train_alltasks
the waiter was attentive .,waiter,7.75,7.75,rest16_quad_train_809,SERVICE#GENERAL,attentive,eng_restaurant_train_alltasks
the place itself is beautiful the bar scene seems to be happening .,place,7.83,8.0,rest16_quad_train_810,AMBIENCE#GENERAL,beautiful,eng_restaurant_train_alltasks
the place itself is beautiful the bar scene seems to be happening .,bar scene,4.67,4.67,rest16_quad_train_810,AMBIENCE#GENERAL,NULL,eng_restaurant_train_alltasks
"downtown dinner 2002 - prixe fix : appetizers were ok , waiter gave me poor suggestion . . . try the potato stuff kanish best one .",appetizers,5.67,5.83,rest16_quad_train_811,FOOD#QUALITY,ok,eng_restaurant_train_alltasks
"downtown dinner 2002 - prixe fix : appetizers were ok , waiter gave me poor suggestion . . . try the potato stuff kanish best one .",waiter,4.0,6.0,rest16_quad_train_811,SERVICE#GENERAL,poor,eng_restaurant_train_alltasks
"downtown dinner 2002 - prixe fix : appetizers were ok , waiter gave me poor suggestion . . . try the potato stuff kanish best one .",waiter,4.0,6.0,rest16_quad_train_811,SERVICE#GENERAL,poor,eng_restaurant_train_alltasks
dessert is a joke . . . dont bother,dessert,2.62,6.38,rest16_quad_train_812,FOOD#QUALITY,joke,eng_restaurant_train_alltasks
"volare virgins or weekly regulars , everyone gets treated the same and you ca n ' t ask for more than that when the service is this friendly .",service,6.75,6.75,rest16_quad_train_813,SERVICE#GENERAL,friendly,eng_restaurant_train_alltasks
"the restaurant has a family feel , not least with regard to the portions which are enormous ; the veal alone could have single - handedly solved third world famine .",restaurant,7.5,7.33,rest16_quad_train_814,AMBIENCE#GENERAL,family feel,eng_restaurant_train_alltasks
